job_title,company,location,responsibilities,requirements,salary_from,salary_to,salary_currency,posted_date,url,category,skills,position,experience,education,salary 
QA Auto Specialist,Ак Барс Цифровые Технологии,Санкт-Петербург,"Разработка и сопровождение тестовой документации, подготовка тестовых стендов и тестовых данных. Выполнение функционального и интеграционного тестирования приложения. Анализ результатов тестирования.","Работа в области обеспечения качества не менее 2-х лет. Работа с популярными issue трекер-системами: Jira, Youtrack и т.",,,,2025-05-06,https://hh.ru/vacancy/120260232,"['tools', 'qa']",['jira'],,2,,
Продуктовый маркетолог мобильного приложения для детей,Логопотам,Казань,Управление каналами продвижения самостоятельно и через подрядчиков. Запуск мобильного трафика через бесплатные и платные каналы. Работа с ASO и SEO.,"...и оценивать эффективность рекламных кампаний. Будет преимуществом, если у вас есть навыки в ASO и опыт в оптимизации мобильных приложений.",200000.0,270000.0,RUR,2025-04-28,https://hh.ru/vacancy/120034516,,,,,,235000.0
Специалист дежурной смены (SOC),ГК Innostage,Казань,"Мониторинг событий безопасности, выявление инцидентов ИБ у Заказчиков Центра. Обработка входящих типовых обращений заказчика (телефон, почта, телеграмм). Участие в задачах...","Общее представление об актуальных угрозах информационной безопасности. Понимание принципов работы различных типов систем/средств ИБ и технической защиты информации, в...",,,,2025-04-14,https://hh.ru/vacancy/119511320,['security'],,,,,
React Native разработчик,Центр,Казань,Разработка и поддержка мобильных приложений на React Native (иногда возможны задачи в веб версии проекта). Оптимизация производительности приложений для iOS...,"Опыт разработки мобильных приложений на React Native от 1 года. Отличное знание JavaScript (ES6+), TypeScript. Опыт работы с...",,,,2025-04-15,https://hh.ru/vacancy/119539305,"['web', 'mobile']","['typescript', 'react', 'javascript', 'react native']",,1,,
Специалист службы безопасности,Китайская Строительная Компания,Казань,"Поддержание порядка внутриобъектового режима. Выявление, предупреждение, пресечение противоправных действий на строительной площадке.",Знание законодательства РФ. Знание нормативных документов. Коммуникабельность. Работа в режиме многозадачности. Стрессоустойчивость.,100000.0,130000.0,RUR,2025-04-19,https://hh.ru/vacancy/119717356,['security'],,,,,115000.0
Web penetration‑тестировщик от Middle,Технократия,Казань,"Тестировать безопасность Web‑приложений и API (REST, GraphQL, gRPC, WebSocket) в Black‑, Gray‑ и White‑box‑режимах. Расширять Burp Suite...",Практика эксплуатации Injection‑семейства (SQL / NoSQL / XXE / LDAP) и client‑side XSS / DOM‑Based XSS. Опыт работы с контейнерной и...,,,,2025-04-30,https://hh.ru/vacancy/120103418,"['web', 'qa', 'data']","['sql', 'nosql']",['middle'],,,
Pawn скриптер,AYA GAMES,Казань,"Написание скриптов игровых механик. Рефакторинг существующих скриптов для повышения производительности. Поиск и исправление багов, выявленных QA-командой или игроками.",Ответственно подходит к своей работе и эффективно работает в команде. Владеет навыками написания чистого и качественного кода на PAWN.,30000.0,80000.0,RUR,2025-04-22,https://hh.ru/vacancy/119831214,,,,,,55000.0
ASO-специалист,KiteGroup,Казань,"...мобильных приложений в Google Play, Apple App Store, Huawei App Gallery. Анализ конкурентного окружения и ключевых слов. Оптимизация метаданных приложения...","Навыком разработки и оптимизации метаданных приложений, включая заголовок, описание, ключевые слова и скриншоты. Навыком анализа данных и отчетности для мониторинга...",,,,2025-04-29,https://hh.ru/vacancy/120065218,,,,,,
"Тестировщик (web/back-end) в офис, Казань",Совкомбанк Технологии,Казань,"Создание и поддержание в актуальном состоянии тестовой документации. Сопровождение дефектов. Взаимодействие с аналитиками и разработчиками по задачам, участие в развитии...","Опыт тестирования web, API, тестирование мобильных приложений. Опыт работы с БД. Умение читать и анализировать логи. Опыт работы в командной...",,,,2025-04-16,https://hh.ru/vacancy/118460402,"['web', 'qa']",,,,,
.NET developer,Моё дело,Казань,"Участвовать в разработке внутреннего сервиса BPM ""Мое дело"". Разрабатывать сервисы и проектировать структуру БД. Работать над улучшением и масштабированием системы.","Unit-тестирование фронтенда и бэкенда (NUnit, XUnit). Git, Youtrack, Confluence. Уверенное знание принципов SOLID. Опыт в создании объектно-ориентированных приложений.",,,,2025-04-30,https://hh.ru/vacancy/120151390,"['tools', 'qa']",['git'],,,,
Тестировщик (офисный формат),Совкомбанк,Казань,"Тестированием функционала CRM-системы, включая проверку соответствия требованиям и спецификациям. Тестированием веб-сайтов, мобильных приложений и сложных интеграций между системами.","Быстрая обучаемость и внимательность к деталям. Навыки работы в команде, взаимодействие с бизнес-аналитиками, системными аналитиками, тестировщицами, разработчиками.",,,,2025-04-16,https://hh.ru/vacancy/118515074,['qa'],,,,,
Специалист по информационной безопасности,ХИМПРОМПРОЕКТ,Казань,"Анализ ИТ инфраструктуры и оценка текущего состояния уровня ИБ. Участие в анализе бизнес-процессов компании с точки зрения ИБ, разработка...","...защиты информации. Знание принципов работы современных межсетевых экранов, средств защиты. Приветствуется знание и практический опыт работы со средствами защиты информации...",,120000.0,RUR,2025-05-05,https://hh.ru/vacancy/114802204,['security'],,,,,120000.0
Мобильный Android разработчик,AYA Group,Казань,Разработка мобильного приложения.,"Опыт работы на Java от 3-х лет. Опыт работы с Jetpack Compose, feature first.",,,,2025-04-29,https://hh.ru/vacancy/120076949,"['mobile', 'backend']","['android', 'java']",,3,,
Территориальный аккаунт-менеджер г. Казань,UserGate,Казань,Выстраивание долгосрочных отношений с заказчиками. Выявление целей и задач потенциальных заказчиков и текущих клиентов. Подготовка коммерческих и технических предложений для...,Желание развиваться в сфере информационной безопасности. Образование и/или опыт работы в сфере сетевых технологий или информационной безопасности.,,,,2025-05-05,https://hh.ru/vacancy/120232126,['security'],,,,,
Системный аналитик,Датаюниверс,Казань,Формирование и написание требований для разработки продукта. Взаимодействие с командой разработки для выбора оптимальных технических решений. Совместная работа с дизайнерами...,Навыки сбора и описания требований для веб- и мобильной разработки. Уверенная работа с базами данных. Способность оценивать трудоемкость задач.,,,,2025-04-25,https://hh.ru/vacancy/119250313,['data'],,,,,
Middle/Senior Data Scientist,Ак Барс Банк,Казань,Участвовать во всех этапах жизненного цикла ML-решений: от постановки задачи до продуктивизации и мониторинга. Разрабатывать и совершенствовать ML-модели...,"Уверенное владение Python и SQL. - Понимание алгоритмов классического ML Наш стек технологий: Python + ML libs, SQL, MLflow, Airflow, Gitlab.",,,,2025-05-07,https://hh.ru/vacancy/120208306,"['ml', 'backend', 'data']","['python', 'sql']","['middle', 'senior']",,,
Системный аналитик,Ак Барс Цифровые Технологии,Казань,...совместно с QA и SRE. Настраивать бизнес-процессы в различных банковских системах. Самостоятельно взаимодействовать со стейкхолдерами и разработчиками по исправлению...,"Базовые знания SQL. Знания и опыт работы с xml, json. Знания и опыт работы с Rest, Soap. Знания BPMN.",,,,2025-04-21,https://hh.ru/vacancy/119756557,['data'],['sql'],,,,
.NET разработчик,Ак Барс Цифровые Технологии,Казань,"Корпоративные мероприятия и конкурсы, встречаемся онлайн и офлайн.",Про подходы.,,,,2025-04-28,https://hh.ru/vacancy/120017837,,,,,,
Инженер по информационной безопасности,НЕКСТ инжиниринг,Казань,"Разработка документов технического проекта в части разработки системы защиты информации (обоснования выбранных технических средств, описание технического решения) в соответствии с...","Знание законодательства РФ в области информационной безопасности, положений нормативной документации в области создания автоматизированных систем. Опыт разработки технического задания, технического...",100000.0,150000.0,RUR,2025-05-05,https://hh.ru/vacancy/120201214,['security'],,,,,125000.0
"Аналитик данных, команда HR-аналитики, Ozon Банк",Ozon,Казань,"Писать сложные SQL-запросы к Vertica и ClickHouse, строить ETL-процессы в Airflow. Анализировать HR-данные: текучесть, прохождение собеседований, рекрутинг...","Будет плюсом: Опыт работы с инструментами оркестрации данных — Airflow, Git. Опыт построения базовых ML-моделей — линейная или логистическая регрессия.",,,,2025-04-14,https://hh.ru/vacancy/119496127,"['tools', 'ml', 'data']",['git'],,,,
Системный инженер (системный администратор),Татэнергосбыт,Казань,Взаимодействие с разработчиками ПО и производителями оборудования. Открытие и ведение заявок у производителей оборудования и разработчиков ПО. Работа в системах...,"...цифровых технологий, радиоэлектроники, приборостроения либо защиты информации). Опыт работы от 3 лет (системным администратором, администратором приложений). Опыт администрирования продуктов MS...",,,,2025-05-12,https://hh.ru/vacancy/120383032,,,,3,,
Продуктовый дизайнер (Направление WEB и МПСовкомбанк Бизнес),Совкомбанк,Казань,Отвечать за качество дизайна по всей цепочке работы над продуктом — от макетов до бета-версии и запуска. Понимать разработчиков и...,Опыт продуктового дизайна от 3-х лет. Опыт работы с мобильными интерфейсами. Мыслить системно и предлагать масштабируемые решения.,,,,2025-05-05,https://hh.ru/vacancy/119289886,['web'],,,3,,
Стажёр-тестировщик (функциональное тестирование),Точка Качества,Казань,Анализ бизнес-логики. Функциональное тестирование приложений. Оценка качества по результатам тестирования и анализ информации о качестве. Подготовка отчётности.,"Базовые знания методологий и процесса разработки ПО — в теории. Понимание процесса тестирования, роли тестировщика в процессе разработки ПО.",,,,2025-04-24,https://hh.ru/vacancy/114818639,['qa'],,,,,
ML-аналитик/Data Scientist,Совкомбанк,Казань,Построение моделей машинного обучения в целях детектирования мошенничества/ предотвращения потенциальной просроченной задолженности (задача классификации и детектирования аномалий). Решение задач выделения...,"Знание внутреннего устройства ML-алгоритмов классификации (логрегрессия, RandomForest, различные бустинги, MLP, CNN). Знание методов кластерного анализа, сегментирования (k-means, деревья...",,,,2025-04-28,https://hh.ru/vacancy/117898655,"['ml', 'data']",,,,,
Performance QA Engineer,Ак Барс Цифровые Технологии,Казань,"Анализировать требования к продукту для выявления критичных бизнес-процессов. Разрабатывать и сопровождать тестовую документацию (планы тестирования, тестовые сценарии).","Умение определять критичные бизнес-процессы, составлять сценарии использования и таблицы распределения нагрузки. Владение инструментами нагрузочного тестирования: JMeter (обязательно), знание Groovy...",,,,2025-04-17,https://hh.ru/vacancy/118503576,['qa'],,,,,
User Acquisition Manager (gamedev),AYA GAMES,Казань,"Закупать трафик в Meta, Google Ads, TikTok и других каналах. Анализировать результаты кампаний и формулировать гипотезы на основе данных.","Опыт закупки трафика для мобильных игр в одной из рекламных платформ: Meta Ads, Google Ads, TikTok Ads. Опыт работы на...",2300.0,3000.0,USD,2025-04-21,https://hh.ru/vacancy/119768275,,,,,,2650.0
Ведущий специалист по информационной безопасности,"БАНК КАЗАНИ, КБЭР",Казань,"...информационной безопасности. Взаимодействие с партнерами, контрагентами, службами технической поддержкой по вопросам эксплуатации средств защиты информации. Участие в проектах по информационной...","Высшее образование по направлению Информационная безопасность, или высшее образование по направлению ИТ и курсы профессиональной переподготовки по направлению ""информационная безопасность...",,,,2025-05-12,https://hh.ru/vacancy/120263646,['security'],,['senior'],,Bachelor,
Бизнес-аналитик,РОСЭЛТОРГ,Казань,"Проведение аналитики и сопровождение разработки систем, при необходимости сопровождение интеграционного взаимодействия с ГИС «Единая информационная система» в сфере закупок, ФАС...",Опыт декомпозиции собранных требований к IT-системе в виде постановок задач с делением на back-end и front- end разработку.,180000.0,,RUR,2025-05-12,https://hh.ru/vacancy/118695864,['data'],,,,,180000.0
Руководитель направления,ДиджиталБизФэктори,Казань,"Формировать и реализовывать стратегии развития компании и продуктовой линейки. Строить и развивать коммерческую функцию: искать клиентов, выходить на новые рынки.","Разбираешься в современных технологиях (особенно приветствуются знания в CV, ML, биометрии, ИБ, цифровых платформах). У тебя сильные лидерские качества, и...",,,,2025-04-16,https://hh.ru/vacancy/119585351,"['ml', 'security']",['cv'],,,,
Старший data scientist (ML),Совкомбанк,Казань,"Разрабатывать и внедрять рекомендательные системы на основе современных подходов машинного обучения, включая нейронные сети и гибридные методы. Применять uplift-моделирование...",Reinforcement Learning: методы обучения с подкреплением в контексте рекомендаций. Знание современных инструментов и основных ML-фреймворков для машинного обучения.,,,,2025-04-15,https://hh.ru/vacancy/116416326,['ml'],,['senior'],,,
Инженер по кибербезопасности,Ак Барс Банк,Казань,"Мониторинг и анализ событий информационной безопасности со средств защиты информации (SIEM, AV, FW, IPS\IDS, DLP и др.).",Среднее профессиональное/высшее образование по ИБ/от 4 курса ВУЗа. Понимание основ работы средств защиты информации и систем.,50000.0,,RUR,2025-05-05,https://hh.ru/vacancy/120245439,['security'],,,,Bachelor,50000.0
Инженер по виртуализации,Бс-Ресурс,Казань,"Установка, настройка и поддержка Vmmanager (ISPSystem). Развертывание и управление кластерами виртуализации. Мониторинг производительности и устранение неисправностей. Создание, настройка, миграция и...",Глубокое понимание архитектуры и принципов работы KVM (Kernel-based Virtual Machine). Опыт настройки и управления виртуальными машинами на базе KVM.,80000.0,100000.0,RUR,2025-05-08,https://hh.ru/vacancy/119309077,,,,,,90000.0
AI Consultant,ДиджиталБизФэктори,Казань,"Проводить сессии с командами (аналитики, разработчики, QA, HR и др.), чтобы выявить задачи и подобрать подходящие AI-инструменты.","Умение говорить как с разработчиком, так и с HR-менеджером — просто, понятно, по существу. Инженерный или аналитический бэкграунд.",,,,2025-04-23,https://hh.ru/vacancy/119874017,,,,,,
Системный аналитик,Зарипов Дмитрий Владимирович,Казань,"Взаимодействие с заказчиками, сбор и анализ требований. Разработка технических заданий для разработчиков и передача задач. Тесное сотрудничество с дизайнером, создание...",Понимание процесса разработки ПО. Знание основ backend и frontend разработки. Знание архитектуры баз данных. Умение четко и грамотно писать.,40000.0,60000.0,RUR,2025-05-10,https://hh.ru/vacancy/120030102,"['web', 'backend', 'data']",,,,,50000.0
Middle+ PHP(Laravel) developer/Разработчик PHP(Laravel),Праймфлора,Казань,Разрабатывать новые фичи на сайте и мобильном приложении компании. Поддерживать и развивать текущую архитектуру. Участвовать в новых проектах и разработке...,"Богатый опыт работы с СУБД PostgreSQL или MySQL. Опыт и навыки в фронтенд разработке (Blade / Sass / Vue.js), так как в...",220000.0,,RUR,2025-04-30,https://hh.ru/vacancy/120125492,"['web', 'data']","['postgresql', 'mysql', 'javascript', 'vue.js']",['middle'],,,220000.0
Заместитель главного врача по информационной безопасности,ГАУЗ Госпиталь для ветеранов войн г.Казани,Казань,Обеспечению безопасности информационных систем персональных данных в соответствии с требованиями Федерального закона  152-ФЗ «О персональных данных». Инструктаж сотрудников по...,"Высшее образование по специальности ""Инженер-программист"". Дополнительное образование по ""Информационной безопасности"" (желательно). Обязателен опыт работы. Знание операционных систем Windows, Linux.",60000.0,,RUR,2025-04-23,https://hh.ru/vacancy/102059985,"['tools', 'security']",['linux'],,,Bachelor,60000.0
Flutter разработчик,500на700,Казань,"Участие в разработке и планировании архитектуры приложений. Публикация и поддержка приложений в AppStore, Google Play.",Опыт работы с Mapbox SDK либо другими картографическими сервисами. Опыт нативной разработки мобильных приложений на Android/Kotlin и iOS/Swift.,,,,2025-04-15,https://hh.ru/vacancy/119559553,"['mobile', 'backend']","['flutter', 'swift', 'ios', 'android', 'kotlin']",,,,
КАМ (Key account manager),ICL Системные технологии,Казань,"Продавать комплексные проекты по системной интеграции, информационной безопасности и инженерным решениям. Умеешь находить общий язык с первыми лицами компаний, поддерживаешь...","Имеешь опыт B2B продаж в сфере IТ/телеком (серверное, сетевое оборудование, решения по антивирусным системам и системам виртуализации...",,,,2025-04-28,https://hh.ru/vacancy/119009295,,,,,,
"Разработчик Python, направление разработки аппаратных проектов",Ozon,Казань,"Проводить интеграции с внутренними системами заказчиков. Работать с ML моделями. Покрывать фичи тестами. Анализировать эффективность существующих решений, оценивать внедрение новых...",Базовое знание теории алгоритмов и структур данных. Знание алгоритмов компьютерного зрения: классические и ML подходы. Знание git. Знание английского языка...,,,,2025-05-07,https://hh.ru/vacancy/119504805,"['tools', 'ml', 'backend']","['python', 'git']",,,,
Creative Producer для GameDev проекта,AYA GAMES,Казань,"Исследовать тренды, анализировать рекламу конкурентов и находить лучшие идеи и адаптировать. Развитие креативных концепций. Написание сценариев, постановка ТЗ.","Требуется опыт от 1,5 лет в GameDev. Опыт работы с одним из спай сервисов: AppMagic, Sensor Tower, Data.ai. Самостоятельность.",,,,2025-04-24,https://hh.ru/vacancy/119911561,,,,5,,
Старший эксперт группы мониторинга событий отдела информационной безопасности,Банк АВЕРС,Казань,"...информационной безопасности. Мониторинг актуальных угроз в области защиты информации. Выявление и предотвращение потенциальных угроз, уязвимостей. Проведение расследований инцидентов информационной безопасности.","Высшее техническое образование, предпочтительно по профилю «Информационная безопасность». Опыт работы с СЗИ: DLP, SIEM, DCAP-системы, АВПО, МСЭ, системы фрауд...",,,,2025-05-07,https://hh.ru/vacancy/120328483,['security'],['siem'],['senior'],,,
Backend-разработчик (PHP),ДЕКА,Казань,Разработка api для мобильных приложений и web представлений. Разработка сервисов интеграций и микросервисных модулей. Участие в существующих проектах компании.,"Хорошее знание PHP. Опыт работы с фреймворками PHP - Yii2, Laravel, Slim. Знание MVC и понимание принципов работы REST.",180000.0,300000.0,RUR,2025-04-17,https://hh.ru/vacancy/119652760,['backend'],,,,,240000.0
AI-разработчик (RAG),StarShip.Pro,Казань,Проектирование и разработка продуктов на основе RAG-подхода. Разработка интеграций с внешними источниками данных и AI-моделями. Создание и внедрение...,"Навыки проектирования и оптимизации индексов. Опыт работы с ML-фреймворками (PyTorch, TensorFlow). Знание библиотек NLP: Hugging Face Transformers, SpaCy, NLTK.",,300000.0,RUR,2025-04-17,https://hh.ru/vacancy/119623540,['ml'],"['pytorch', 'tensorflow']",,,,300000.0
Специалист службы информационной безопасности,Приволжский,Казань,"Обеспечивает своевременное составление и передачу руководству отчетов и планов, касающихся деятельности Службы. Организовывает мероприятия o повышению осведомленности пользователей о правилах...","...обеспечения; навыки системного администрирования, настройки СЗИ НСД, СКЗИ, криптопровайдеров. Дополнительное профессиональное образование по программе повышения квалификации в области информационной безопасности.",,75000.0,RUR,2025-04-16,https://hh.ru/vacancy/119575316,['security'],,,,,75000.0
Game producer/Product manager (Midcore mobile roleplay game),AYA GAMES,Казань,"Разработка роадмапа проекта: планирование этапов разработки, определение приоритетов и контроль сроков выполнения. Прописание KPI: разработка ключевых показателей эффективности для разных...","Глубокие знания в области GameDev: понимание всех аспектов разработки и выпуска игр, знание рынка и специфики мобильных проектов.",,,,2025-04-22,https://hh.ru/vacancy/119820446,['mobile'],,,,,
Team Lead frontend разработчик (Мои Сервисы),СБЕР,Казань,"Разработка интерфейсов прикладных программ (JS, React). Лидирование сообщества Frontend-разработчиков (более 30 человек). Совместная работа с дизайнерами и аналитиками для...","Опыт frontend разработки от 4-х лет (JS, React, HTML, CSS). Отличное знание JavaScript, React, TypeScript, Node.js, WebSocket.",,,,2025-04-17,https://hh.ru/vacancy/119640609,"['web', 'backend']","['node.js', 'typescript', 'react', 'javascript']",['senior'],4,,
Инженер по информационной безопасности,Центр информационных технологий Республики Татарстан,Казань,"1. Участие во внедрении средств защиты информации. 2. Администрирование средств защиты информации. (SIEM, AV, IRP\SOAR, сканеры уязвимостей и др.).","среднее / высшее техническое образование, приоритетный профиль: информационная безопасность. - знание основ сетевых технологий. - знание ОС Windows Server и Linux на уровне...",60000.0,120000.0,RUR,2025-05-01,https://hh.ru/vacancy/118933170,"['tools', 'security']",['linux'],,,,90000.0
AQA engineer (Java),Decart IT-production,Казань,"Поддержка полностью интегрированной автоматизации тестирования, ориентированной на информационно-технологическую инфраструктуру клиентского приложения. Анализ качества продукции, связанной с данными, и разработка...","Опыт разработки автотестов на Java от 5 лет. Знание ООП, Java Core, Collections, stream api, лямбды. Хорошее знание SQL, опыт...",,,,2025-05-06,https://hh.ru/vacancy/120282289,"['backend', 'data']","['java', 'sql']",,5,,
Менеджер технических проектов в Яндекс,Яндекс Команда для бизнеса,Казань,Анализировать технические требования клиентов и предлагать решения на основе возможностей ML-моделей. Собирать обратную связь от пользователей и передавать её...,"Имел опыт работы в ML-разработке (NLP, классификация, генеративные модели) или технической поддержке ML-продуктов. Знаешь фреймворк RAG.",,100000.0,RUR,2025-04-22,https://hh.ru/vacancy/119839926,['ml'],,,,,100000.0
Администратор баз данных (Middle Database Administrator),Татэнергосбыт,Казань,"Обеспечение информационной безопасности на уровне БД в соответствии с политиками предприятия, функциональными и регуляторными требованиями. Взаимодействие со службами поддержки разработчиков...","...технологий, радиоэлектроники, приборостроения либо защиты информации). Опыт работы не менее 3 лет (администратором баз данных, администратором приложений или системным администратором...",,,,2025-05-12,https://hh.ru/vacancy/120382717,,,['middle'],3,,
Ведущий инженер информационной безопасности,Центр информационных технологий Республики Татарстан,Казань,"1. Участие во внедрении на объектах Заказчика: - разработка и согласование схем и матриц доступа. - проведение работ (установка, настройка, проверка функционирования). -",...профиль: информационная безопасность. - знание основ сетевых технологий. - знание администрирования ОС Windows Server и Linux. - знание законодательства в сфере информационной безопасности...,80000.0,150000.0,RUR,2025-05-01,https://hh.ru/vacancy/118849228,"['tools', 'security']",['linux'],['senior'],,,115000.0
PHP-разработчик,Технокап,Казань,Разработка и поддержка веб-приложений на основе PHP (Laravel). - Создание и поддержка фронтенда на Livewire. - Оптимизация производительности приложений. -,Знание RESTful API и опыт их разработки. - Опыт работы с Filament. - Front-end: - Опыт работы с Livewire. Знания в HTML...,,,,2025-04-22,https://hh.ru/vacancy/119826550,,,,,,
"Ведущий консультант отдела управления имуществом, технического развития и охраны труда",Министерство лесного хозяйства Республики Татарстан,Казань,Согласно должностной инструкции.,"...информационно-коммуникационных технологий в государственных органах, в т.ч. использование возможностей межведомственного документооборота; общих вопросов в области обеспечения информационной безопасности.Обязанности:",23250.0,,RUR,2025-05-12,https://hh.ru/vacancy/120396565,['security'],,['senior'],,,23250.0
Руководитель группы инженеров,ICL Services,Казань,"Руководить командой системных администраторов направления мулльтискилл, Windows серверов и облачных технологий. Мониторить производительность сотрудников команды и выявлять узкие места.",Опыт работы на руководящей позиции в IT от 5 лет. Опыт работы с командой из 5-7 человек.,,,,2025-05-07,https://hh.ru/vacancy/120336954,,,,5,,
Middle backend PHP developer (IT),FIX,Казань,Разработка и поддержка продуктов. Активное участие в проработке задач. Поиск и реализация оптимальных решений. Написание тестов. Написание технической документации.,Коммерческий опыт работы с PHP 8.0+ от 2 лет. Понимание и опыт работы с реляционными и нереляционными СУБД.,,,,2025-04-24,https://hh.ru/vacancy/119908336,['backend'],,['middle'],2,,
Ведущий системный администратор,Легалайт,Казань,Администрирование 1C 8.3. Сопровождение аппаратной составляющей серверной инфраструктуры. Обеспечение высокой доступности всех IT-сервисов. Анализ и решение возникающих...,"Опыт администрирования серверов 1С 8.3. Знания в области защиты информации, основ информационной безопасности. Опыт установки и настройки рабочих...",,160000.0,RUR,2025-05-11,https://hh.ru/vacancy/119438454,['security'],,['senior'],,,160000.0
Руководитель проектов,Такском,Казань,"Реализация проектов по внедрению юридически значимого электронного документооборота между крупными корпоративными, ключевыми клиентами и их контрагентами. Организация взаимодействия с партнёрами...",Приветствуется активная заинтересованность в глубоком изучении продуктов компании и их развитии. Интерес к информационным технологиям ЭДО и защиты информации.,,100000.0,RUR,2025-05-07,https://hh.ru/vacancy/120244818,,,,,,100000.0
Старший системный администратор,ЛУЧАНО,Казань,Участие в восстановлении работоспособности системы при сбоях и выходе из строя сетевого оборудования. Ведение информационной безопасности. Настройка сетевого оборудования.,"Высшее образование. Опыт работы от 1 года. Навыки администрирования Windows, а также настройка DNS, AD, DHCP, NAT, LLDP.",100000.0,,RUR,2025-05-07,https://hh.ru/vacancy/118199285,,,['senior'],1,Bachelor,100000.0
C#/.NET-разработчик (middle),ГК Innostage,Казань,"Компания Innostage (Инностейдж) - IT компания, создающая решения в области информационной безопасности. Мы помогаем нашим клиентам строить безопасный бизнес, используя внедрение...","Опыт работы в роли бэкенд на .Net core более 3 лет. C# 8-10 версии. Знание архитектур MSA, SOA и...",,220000.0,RUR,2025-04-22,https://hh.ru/vacancy/119824675,['backend'],['c#'],['middle'],3,,220000.0
Специалист по информационной безопасности,НИИтурбокомпрессор им. В.Б.Шнеппа,Казань,...обеспечения информационной безопасности. -Создание системы централизованного сбора и обработки событий информационной безопасности. - Проведение работ по поддержанию текущего уровня информационной безопасности...,"Знание стека протоколов TCP/IP. - Опыт написания скриптов на powershell,bash. - понимание принципов работы средств обеспечения и контроля информационной безопасности.",,112000.0,RUR,2025-04-15,https://hh.ru/vacancy/118583462,"['tools', 'security']",['bash'],,,,112000.0
Специалист по информационной безопасности,Ак Барс Банк,Казань,"Выполнять мероприятия в соответствии с 152-ФЗ, 757-П. Согласовывать ВНД в соответствии с фактическими процессами, отрабатывать замечания, заниматься организацией...",Высшее образование в сфере ИБ/ИТ. Опыт работы в должности специалиста по ИБ от 2-х лет. Знание 152-ФЗ...,,,,2025-04-24,https://hh.ru/vacancy/119891079,['security'],,,2,Bachelor,
Аналитик по информационной безопасности (Сопровождение доступов),Совкомбанк Технологии,Казань,"Согласование сетевых доступов, доступов к БД, доступов к Linux/Windows-серверам, доступов через VPN с точки зрения требований ИБ.","Высшее/среднее образование в области ИБ/ИТ; профессиональная переподготовка по ИБ. Понимание того, как должны быть организованы процессы предоставления, согласования...",,,,2025-05-07,https://hh.ru/vacancy/118288664,"['security', 'data']",,,,,
